Nomor,Nama Akun,Tanggal Komentar,Komentar,Komentar_Preprocessing
783,sumijati yati,2023-09-13T04:01:11Z,"Tapi maaf ya, saya lebih percaya polisi vrindavan.. drpda konoha..takutnya cuma citraan",maaf percaya polisi vrindavan drpda konoha takut citra
784,Yongka d2nd,2023-09-16T09:58:28Z,Hihihi... bt apan narkoba yg kelola ORDE DUNGU sndri... ungkap dong IJASAH PALSUNYA FIRAUN ... KAN dongo ape takut... CEMEN,hihihi bt apan narkoba kelola orde dungu ijasah palsu firaun dongo ape takut cemen
785,m samroni,2023-09-15T07:49:46Z,"Bekingannya juga hrs di cari dan di tangkep, hmpir di seluruh pelosok desa narkoba jenis sabu udh beredar",beking hrs cari tangkep hmpir pelosok desa narkoba jenis sabu sudah edar
786,rikson simanjuntak,2023-09-13T10:16:43Z,Sorry no respect....! sdh terlalu rusak negeri ini akibat narkoba.<br>Yang di butuhkan Indonesia tindakan ala &quot;Duterte presidente filipina&quot; sanggupkah...? pesimis yesss...?,sorry respect sudah rusak negeri akibat narkoba butuh indonesia tindak ala duterte presidente filipina sanggup pesimis yesss
787,sayyyynotolgbt,2023-09-17T06:50:34Z,Jgn gitu lah bang sisain dikit lah..gimana kami mau nyabu lagi kek gini cerita nya..harga makin mahal lah kayak gini😢😂😂😂,jangan gitu bang sisain dikit gimana nyabu kek gin cerita harga mahal kayak gin
788,M Tohir,2023-09-17T15:02:45Z,Pelaku narkoba samp 10 triyon ga di hukum mati..pemerintah diam aja ..bahaya. ..ga ada slesainya klo ga di hukum mati.,laku narkoba samp  triyon tidak hukum mati perintah diam bahaya tidak slesai kalau tidak hukum mati
789,Ach sandi Saputro,2023-09-16T04:19:44Z,Jangan sampai pihak kepolisian terlena oleh rayuan bandar narkoba sehingga mau jadi kurir narkoba contoh ada oknum polisi yang jadi kurir dan informan bandar narkoba hingga dia aman dari pihak berwajib,polisi lena rayu bandar narkoba kurir narkoba contoh ooknum polisi kurir informan bandar narkoba aman wajib
790,Igede Ariana Jembrana,2023-09-16T14:58:29Z,Mohon ijin  jika saja Lampung timur  khususnya waway. Karya bisa di berantas narkobanya dan pengedar uang palsu di tangkap tentu bisa lebih Aman trimakadih,ijin lampung timur waway karya berantas narkoba edar uang palsu tangkap aman terimakadih
791,Hadiono,2023-09-17T15:35:32Z,"Bisa jadi ini juga termasuk kasus pencucian uang 349 t.<br>Yang pernah diungkap Pak Mahfud, dalam kasus pencucian uang.",cuci uang    ungkap mahfud cuci uang
792,Kasmin SH,2023-09-17T20:35:05Z,"Oknom di dlm pemerintah yg dideteksi kecanduan narkoba termasuk teribat jgn di ampuni habisi total, krn penyelundupan msh muncul krn dlm negeri msh ada oknom2 yg kerjasama tdk mungkin dari luar ingin msk kalau di dlm tdk ada yg menampungnya, inteljen sgr grk cepat data oknom dlm negeri yg main narkoba tangkap habisi.smg alloh memudahkan amiin",oknom dalam perintah deteksi candu narkoba ribat jangan ampun habis total karena selundup muncul karena dalam negeri oknom kerjasama tidak msk dalam tidak tampung inteljen sgr grk cepat data oknom dalam negeri main narkoba tangkap habis smg alloh mudah amiin
793,abel Abeljie,2023-09-12T22:51:52Z,giliran rakyat aja gercep banget tp klo polri yg melanggar prosesnya sangat lama.dan bahkan gak tercium klo gak ada anak buahnya yg ketangkap duluan atau dr laporan masyarakat.,gilir rakyat gercep tapi kalau polri langgar proses gak cium kalau gak anak buah tangkap duluan dr lapor masayarakat
794,R Hakim,2023-09-13T01:07:18Z,"Biang kerusakan di indonesia rata rata mata sipit tampang dongo mereka itu bos narkoba ,judi ,zina dan minuman mabok",biang rusa indonesia rata rata sipit tampang dongo bos narkoba judi zina minum mabok
795,Zelson Sinaga,2023-09-18T10:14:40Z,"Harus di hukum mati dan di sita semua hartanya, karena masyarakat indonesia sudah banyak yg menderita dan sengsara akibat mereka.",hukum mati sita harta masayarakat indonesia derita sengsara akibat
796,Kilebon Rois,2023-09-13T07:30:22Z,lumayan negara buat bangun desa jalan2 di desa kaya sawah,lumayan negara bangun desa jalan desa kaya sawah
797,AnehBinAjaib,2023-09-13T02:49:30Z,Bagus lanjutkan tangkap semua pengedar narkoba dan Hukum mati agar mereka punah.,bagus lanjut tangkap edar narkoba hukum mati punah
